EAR       	MAR	       Label
0.177922604	0.507130307	1
0.205973099	0.416378436	1
0.200240198	0.292592665	1
0.278921411	0.647804425	1
0.291516569	0.504422437	1
0.207173511	0.694730409	1
0.238585725	0.633969777	1
0.253438476	0.515034236	1
0.228279355	0.651755949	1
0.148170354	0.778226743	1
0.334448692	0.589494889	1
0.350683506	0.683598299	1
0.372789834	0.445396762	1
0.342766466	0.498518998	1
0.300116395	0.501515262	1
0.331727759	0.523493463	1
0.34653644	0.543011548	1
0.307801281	0.460487298	1
0.28378844	0.506376638	1
0.31876768	0.54240511	1
0.114886041	0.713132938	1
0.323320337	0.371648399	1
0.320483617	0.309070777	1
0.294661614	0.427777369	1
0.334286599	0.464478889	1
0.12352721	0.352885298	1
0.179220055	0.284745157	1
0.14355864	0.241135443	1
0.157998459	0.324197573	1
0.132293295	0.300472798	1
0.132906461	0.810838939	1
0.181928267	0.370719747	1
0.159572072	0.297292611	1
0.151341924	0.35400933	1
0.127381566	0.387444066	1
0.142835155	0.276921404	1
0.155918615	0.438286513	1
0.139447122	0.181423855	1
0.317888043	0.491138375	1
0.274233265	0.574245765	1
0.315778545	0.537349131	1
0.350050047	0.679236133	1
0.168454482	0.462773633	1
0.256104222	0.497833165	1
0.27870045	0.247913676	1
0.290487305	0.461119326	1
0.285075676	0.309959566	1
0.256851909	0.361559293	1
0.29583604	0.275433945	1
0.278592128	0.205317937	1
0.273860892	0.32309447	1
0.206897391	0.635342553	1
0.274531307	0.244549541	1
0.279573412	0.481611049	1
0.248435676	0.60394815	1
0.263658298	0.563839891	1
0.192190048	0.229252992	1
0.224462517	0.539969163	1
0.19699495	0.433577734	1
0.31277856	0.530229333	1
0.124516906	0.802707307	1
0.341588725	0.497962534	1
0.358411449	0.339620991	1
0.327532293	0.398899053	1
0.210215382	0.414436031	1
0.255725256	0.538636457	1
0.199147831	0.609848474	1
0.242770765	0.611445992	1
0.270729777	0.415461569	1
0.28162357	0.353822567	1
0.117020553	0.699364376	1
0.258710938	0.540644104	1
0.328661364	0.321403252	1
0.283552078	0.426654655	1
0.307102373	0.458754203	1
0.286469512	0.372385068	1
0.283682439	0.567226193	1
0.131355724	0.741196351	1
0.277831646	0.688894258	1
0.211446046	0.562228956	1
0.25216847	0.533139101	1
0.203266982	0.511725073	1
0.246241472	0.736576539	1
0.214515762	0.734778503	1
0.186485425	0.658982662	1
0.22046072	0.687687259	1
0.23067912	0.571424113	1
0.148116609	0.704506131	1
0.226750442	0.568041395	1
0.226005129	0.576530142	1
0.231767037	0.768190435	1
0.273566144	0.579988166	1
0.263320016	0.524928425	1
0.219502818	0.460050675	1
0.23835633	0.520833762	1
0.225696873	0.454855888	1
0.325917913	0.558659221	1
0.303079105	0.530421111	1
0.288204912	0.407710184	1
0.278235909	0.461171394	1
0.297219299	0.535710196	1
0.263799419	0.600152502	1
0.33912089	0.785454411	1
0.271084975	0.690201625	1
0.170832488	0.774467302	1
0.327004828	0.445365002	1
0.334130321	0.499958185	1
0.269495981	0.568430922	1
0.28191936	0.586759431	1
0.204402837	0.618265667	1
0.251404238	0.465871924	1
0.180408952	0.400264265	1
0.272528104	0.320728708	1
0.227442817	0.465143214	1
0.135990064	0.715227975	1
0.308349742	0.594380603	1
0.371421076	0.482029165	1
0.369543889	0.562056137	1
0.310385661	0.58892647	1
0.286650629	0.523623693	1
0.331178716	0.396058848	1
0.112261352	0.661146598	1
0.146908231	0.675620288	1
0.231267503	0.740121202	1
0.224676261	0.651049355	1
0.275861285	0.503567996	1
0.27637919	0.779422681	1
0.10552622	0.839115158	1
0.244354266	0.774644215	1
0.301504522	0.719101941	1
0.236833911	0.809202595	1
0.215530605	0.800942597	1
0.267902527	0.52882571	1
0.127633009	0.787699317	1
0.20903089	0.803241952	1
0.234809905	0.772578698	1
0.275704408	0.577776945	1
0.308382401	0.749710007	1
0.280148753	0.800237988	1
0.290200324	0.823575786	1
0.271148956	0.819607871	1
0.300824813	0.194798722	1
0.32315156	0.359408764	1
0.359117661	0.635291309	1
0.235685812	0.848477151	1
0.221268996	0.827025859	1
0.25275236	0.584650593	1
0.317460442	0.011358121	1
0.319105174	0.012875623	1
0.259481987	0.401167998	1
0.298752323	0.477891525	1
0.29943691	0.459829114	1
0.312642924	0.546257007	1
0.263695188	0.227941458	1
0.345905172	0.281755465	1
0.190605234	0.459152302	1
0.175920118	0.572112672	1
0.196839276	0.615962265	1
0.177060502	0.611814531	1
